U28900MH1984PTC034016,BHANSALI ENGINEERING INDUSTRIES PRIVATE LIMITED,Factory/plant,Abu Road plant: Sirohi District - 307026 Rajasthan - India Phone : 02974-226781 Fax : 02974-226737 Email :rpsraghav@bhansaliabs.com Internet :,24.4454258,72.7507354,Abu Rd,Abu Rd,Rajasthan
U65923MH2007PTC168016,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U65990MH2005PLC154052,RELIANCE SECURITIES LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U65990MH2005PLC155675,RELIANCE FINANCIAL LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U65999MH2007PTC168433,RELIANCE GROUP ENTERPRISES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U65999MH2009PLC189285,RELIANCE WEALTH MANAGEMENT LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U66010MH2001PLC167089,RELIANCE LIFE INSURANCE COMPANY LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U67120MH2005PTC157923,RELIANCE ENTERPRISES AND VENTURES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U67190MH2006PTC160667,RELIANCE INFRASTRUCTURE MANAGEMENT PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U67190MH2008PLC183216,RELIANCE HOME FINANCE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U70102MH2008PTC183777,RELIANCE NEW GEN COMMERCIALS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U70102MH2010PTC201454,RELIANCE CITIES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U70109MH2014PLC259052,RELIANCE INFRA PROJECTS LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72200GJ1993PTC019508,RELIANCE NEWS NETWORK PVT LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72200GJ1993PTC020729,RELIANCE INFORMATION AND TECHNOLOGY PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72200MH2000PLC124562,RELIANCE DIGITAL WORLD LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72200MH2005PTC154456,RELIANCE INFOSOLUTIONS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC124367,RELIANCE EQUITIES INTERNATIONAL PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC125990,RELIANCE INTEGRATED SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC125992,RELIANCE SYSTEMS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC126645,RELIANCE INTELLIGENT SOLUTIONS PROVIDER PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC127493,RELIANCE MANAGEMENT SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC127500,RELIANCE CYBER COMMUNICATIONS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC127631,RELIANCE INFOCOMM ENGINEERING PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2000PTC127816,RELIANCE NOW GENERATION TECHNOLOGY PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2001PTC131603,RELIANCE COMMUNICATIONS HIMACHAL PRADESH PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2007PLC172690,RELIANCE TECH SERVICES LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2007PLC234712,RELIANCE JIO INFOCOMM LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U72900MH2013PTC239846,RELIANCE JIO DIGITAL SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U73100GJ1994NPL021139,RELIANCE RESEARCH INSTITUTE,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74140MH1995PLC087756,RELIANCE GLOBAL MANAGEMENT SERVICES LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74140MH2001PLC131458,RELIANCE CORPORATE IT PARK LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74140MH2005PTC169188,RELIANCE HR SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74210MH1999PLC120377,RELIANCE PETRO MARKETING LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74210MH1999PTC120373,RELIANCE INTERNET PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74920MH1995PTC087740,RELIANCE GROUP SUPPORT SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74990MH2012PTC227003,RELIANCE MEDIA CONSULTANT PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74999GJ1991PTC014954,RELIANCE FIRST PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74999MH2000PLC127497,RELIANCE AIF MANAGEMENT COMPANY LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U74999MH2006PLC218261,RELIANCE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U75230MH1999PTC118569,RELIANCE FIRE BRIGADE SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U85100MH1998PTC114935,RELIANCE HOSPITAL MANAGEMENT SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U85110MH2010NPL207270,RELIANCE FOUNDATION,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U92131MH2006PTC218162,RELIANCE BIG PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U92199MH1994PTC218015,RELIANCE ENTERTAINMENT PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
U93090MH2007PLC167786,RELIANCE PEOPLE SERVE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.372739,73.1060941,Vadodara,Vadodara,Gujarat
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,Factory/plant,P.O. Petrochemicals Vadodra District - 391346 Gujarat - India Phone : 0265-2230212 Fax : 0265-2231208 Email :cosec@gacl.co.in Internet :,22.3954832,73.1182066,Vadodara,Vadodara,Gujarat
L24110GJ1973PLC002247,GUJARAT ALKALIES AND CHEMICALS LIMITED,Registered Office & Factory,P.O. Petrochemicals Vadodra District - 391346 Gujarat - India Phone : 0265-2232681 Fax : 0265-2231208 Email :investor_relations@gacl.co.in Internet : http://www.gacl.com,22.3954832,73.1182066,Vadodara,Vadodara,Gujarat
L65910MH1980PLC023000,TILAK VENTURES LIMITED,Factory/plant,51 GIDC Industrial Estate Vadodra District - 391340 Gujarat - India Phone : 2840319 Fax : 2840827 Email : Internet :,22.4008556,73.1354181,Vadodara,Vadodara,Gujarat
L11100GJ2005PLC048030,RELIANCE PETROLEUM LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
L17110MH1973PLC019786,RELIANCE INDUSTRIES LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
L17125WB1996PLC081382,RELIANCE JUTE MILLS (INTERNATIONAL) LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
L45309MH2004PLC147531,RELIANCE COMMUNICATIONS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U11101MH2006PTC166098,RELIANCE UPSTREAM PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U32204MH2013PTC239944,RELIANCE JIO MESSAGING SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U51101MH2007PLC175511,RELIANCE FOOD PROCESSING SOLUTIONS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U65910MH1986PLC041081,RELIANCE INDUSTRIAL INVESTMENTS AND HOLDINGS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U65923MH2007PTC168016,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U65990MH1999PLC120918,RELIANCE STRATEGIC INVESTMENTS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U66010MH2001PLC167089,RELIANCE LIFE INSURANCE COMPANY LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U66603MH2000PLC128300,RELIANCE GENERAL INSURANCE COMPANY LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U70109MH2014PLC259052,RELIANCE INFRA PROJECTS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72200GJ1993PTC020729,RELIANCE INFORMATION AND TECHNOLOGY PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72200MH2000PLC124562,RELIANCE DIGITAL WORLD LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72300KA1982PTC004711,RELIANCE COMPUTERS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72900MH1999PLC121039,RELIANCE PETROINVESTMENTS LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72900MH2000PTC127500,RELIANCE CYBER COMMUNICATIONS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72900MH2001PLC131600,RELIANCE IDC LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72900MH2007PLC234712,RELIANCE JIO INFOCOMM LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U72900MH2013PTC239846,RELIANCE JIO DIGITAL SERVICES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U74140MH2000PLC128398,RELIANCE AUTOZONE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U74210MH2006PTC160533,RELIANCE INFRASTRUCTURE CONSULTING & ENGINEERS PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U74990MH2009PLC189526,RELIANCE CWT INDIA LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U74999MH2006PTC164793,RELIANCE CAPITAL AIF TRUSTEE COMPANY PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
U92100MH2013PTC239849,RELIANCE JIO MEDIA PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Township Raigad District - 402125 Maharashtra - India Phone : Fax : Email : Internet :,22.3509501,73.1423364,Vadodara,Vadodara,Gujarat
L92114DL1976PLC008355,COSMO FILMS LIMITED,Factory/plant,Vermadi Road Vadodra District - 391240 Gujarat - India Phone : 02666-232960 Fax : 02666-232961 Email : Internet :,22.3152571,73.1427052,Vadodara,Vadodara,Gujarat
U36109GJ2012PLC069694,GSFC AGROTECH LIMITED,Factory/plant,Polymers Unit : Vadodra District - 0 Gujarat - India Phone : Fax : Email : Internet :,22.3846586,73.1450495,Vadodara,Vadodara,Gujarat
U36109GJ2012PLC069694,GSFC AGROTECH LIMITED,Factory/plant,Vadodara Unit: Vadodra District - 391750 Gujarat - India Phone : Fax : Email : Internet :,22.3846586,73.1450495,Vadodara,Vadodara,Gujarat
U36109GJ2012PLC069694,GSFC AGROTECH LIMITED,Registered Office & Factory,Fertilizernager Vadodra District - 391750 Gujarat - India Phone : 0265-2242451 Fax : 0265-2240966 Email :ho@gsfcltd.com Internet : http://www.gsfclimited.com,22.3846586,73.1450495,Vadodara,Vadodara,Gujarat
L99999MH1937PLC002641,CROMPTON GREAVES LIMITED,Factory/plant,Baroda Lamp Works Baroda District - 391430 Gujarat - India Phone : Fax : Email : Internet :,22.3096038,73.1466165,Vadodara,Vadodara,Gujarat
U67200MH2006PLC165651,RELIANCE RETAIL INSURANCE BROKING LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.3106461,73.1587786,Vadodara,Vadodara,Gujarat
L24230GJ2010PLC061123,ALEMBIC PHARMACEUTICALS LIMITED,Registered Office & Factory,Alembic Road Vadodra - 390003 Gujarat - India Phone : 0265-2280550 Fax : 0265-2282506 Email :alembic.investors@alembic.co.in Internet : http://www.alembiclimited.com,22.3235297,73.1626314,Vadodara,Vadodara,Gujarat
U51100GJ1994PLC021552,ALEMBIC EXPORTS LIMITED,Registered Office & Factory,Alembic Road Vadodra - 390003 Gujarat - India Phone : 0265-2280550 Fax : 0265-2282506 Email :alembic.investors@alembic.co.in Internet : http://www.alembiclimited.com,22.3235297,73.1626314,Vadodara,Vadodara,Gujarat
U67190KA2000PTC027964,SIEMENS INFORMATION PROCESSING SERVICES PRIVATE LIMITED,Factory/plant,R.S. No. 144 Vadodra - 390013 Gujarat - India Phone : 0265-2638831 Fax : 0265-2638839 Email : Internet :,22.2806565,73.1641985,Vadodara,Vadodara,Gujarat
L29299PN1984PLC017951,HONEYWELL AUTOMATION INDIA LIMITED,Factory/plant,Plot # 101 Savli Industrial Estate Vadodra District - 391775 Gujarat - India Phone : Fax : Email :acsindia@honeywell.com Internet :,22.3050112,73.1655596,Vadodara,Vadodara,Gujarat
L24230GJ2010PLC061123,ALEMBIC PHARMACEUTICALS LIMITED,Factory/plant,Chhani Vadodra - Gujarat - India Phone : 0265-3007900 Fax : Email : Internet : http://www.alchemyindia.com,22.3632712,73.1658033,Vadodara,Vadodara,Gujarat
L26100GJ1907PLC000033,ALEMBIC LIMITED,Factory/plant,Chhani Vadodra - Gujarat - India Phone : 0265-3007900 Fax : Email : Internet : http://www.alchemyindia.com,22.3632712,73.1658033,Vadodara,Vadodara,Gujarat
L31300GJ1992PLC018198,DIAMOND POWER INFRASTRUCTURE LIMITED,Factory/plant,Phase II Vadodra District - Gujarat - India Phone : Fax : Email : Internet :,22.333962,73.165825,Vadodara,Vadodara,Gujarat
U31102GJ2007PLC052486,DIAMOND POWER TRANSFORMERS LIMITED,Factory/plant,Phase II Vadodra District - Gujarat - India Phone : Fax : Email : Internet :,22.333962,73.165825,Vadodara,Vadodara,Gujarat
L26100GJ1907PLC000033,ALEMBIC LIMITED,Registered Office & Factory,Alembic Road Vadodra - 390003 Gujarat - India Phone : 0265-2280550 Fax : 0265-2282506 Email :alembic.investors@alembic.co.in Internet : http://www.alembiclimited.com,22.3235519,73.1662111,Vadodara,Vadodara,Gujarat
U51100GJ1994PLC021552,ALEMBIC EXPORTS LIMITED,Factory/plant,Chhani Vadodra - Gujarat - India Phone : 0265-3007900 Fax : Email : Internet : http://www.alchemyindia.com,22.3235519,73.1662111,Vadodara,Vadodara,Gujarat
U30007TN1992PTC023830,SIEMENS BUILDING TECHNOLOGIES PRIVATE LIMITED,Factory/plant,R.S. No. 144 Vadodra - 390013 Gujarat - India Phone : 0265-2638831 Fax : 0265-2638839 Email : Internet :,22.31448,73.167397,Vadodara,Vadodara,Gujarat
L74999MH1989PLC052384,ROLTA INDIA LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3111845,73.1711474,Vadodara,Vadodara,Gujarat
U72900MH2007PLC173286,ROLTA THALES LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3111845,73.1711474,Vadodara,Vadodara,Gujarat
U45200GJ2007PTC051699,SANDESH PROCON PRIVATE LIMITED,Factory/plant,Sandesh Bhavan Baroda - Gujarat - India Phone : Fax : Email : Internet :,22.2998666,73.1722866,Vadodara,Vadodara,Gujarat
U65910MH1995PLC220793,RELIANCE CAPITAL ASSET MANAGEMENT LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.3080455,73.1722873,Vadodara,Vadodara,Gujarat
L72100MH1989PLC053467,SPARC SYSTEMS LIMITED,R & D Centre,F.P.27 Part Survey No.27 Vadodra - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
L73100GJ2006PLC047837,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,R & D Centre,F.P.27 Part Survey No. 27 Vadodra District - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
U25200MH1997PLC240268,SUN PHARMA LABORATORIES LIMITED,R & D Centre,F.P.27 Part Survey No. 27 Vadodra District - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
U73100GJ1998PTC034188,SPARC BIO RESEARCH PRIVATE LIMITED,R & D Centre,F.P.27 Part Survey No.27 Vadodra - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
U74120MH2012PTC235214,SUN PHARMA DRUGS PRIVATE LIMITED,R & D Centre,F.P.27 Part Survey No. 27 Vadodra District - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
U74900MH2012PTC235231,SUN PHARMA MEDICATION PRIVATE LIMITED,R & D Centre,F.P.27 Part Survey No. 27 Vadodra District - 390020 Gujarat - India Phone : Fax : Email : Internet :,22.3008241,73.1733127,Vadodara,Vadodara,Gujarat
L29120MH1986PLC042028,JAIN IRRIGATION SYSTEMS LIMITED,Factory/plant,Jain Food Park Vadodra District - Gujarat - India Phone : Fax : Email : Internet :,22.309478,73.174802,Vadodara,Vadodara,Gujarat
U74999MH2014PTC260286,RELIANCE DEFENCE TECHNOLOGIES PRIVATE LIMITED,Factory/plant,P. O. Petrochemicals Vadodra - 391346 Gujarat - India Phone : Fax : Email : Internet :,22.308001,73.175678,Vadodara,Vadodara,Gujarat
L24231CH1975PLC003603,PUNJAB CHEMICALS AND CROP PROTECTION LIMITED,Factory/plant,Agro Formulation Division: Vadodra - 390005 Gujarat - India Phone : 0265-2353990 Fax : 0265-2840227 Email :parulnandesari@gmail.com Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
U29253MH2014PTC255827,ROLTA MEPROLIGHT PRIVATE LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
U40102MH2007PTC171395,ROLTA POWER PRIVATE LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
U65920MH1997PTC106766,ROLTA PROPERTIES PRIVATE LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
U65993MH1998PTC117465,ROLTA RESOURCES PRIVATE LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
U67190MH1994PTC077349,ROLTA SHARES AND STOCKS PRIVATE LIMITED,Software Development Centre,303 / 304 Concorde Vadodra - 390005 Gujarat - India Phone : 0265-2352612 Fax : 0265-2341761 Email : Internet :,22.3088267,73.1806874,Vadodara,Vadodara,Gujarat
L51909PB2000PLC023679,SEL MANUFACTURING COMPANY LIMITED,Factory/plant,NH-8 Vadodra District - Gujarat - India Phone : Fax : Email : Internet :,22.368947,73.1809796,Vadodara,Vadodara,Gujarat
L24110MH1956PLC010806,CLARIANT CHEMICALS (INDIA) LIMITED,Factory/plant,A-1 47/2& 47/3 Vadodra - 391340 Gujarat - India Phone : Fax : Email : Internet :,22.3073095,73.1810976,Vadodara,Vadodara,Gujarat
